1530.94 0.0187812
1339.87 0.00704498
1335.6 0.0106799
678.414 0.0397681
1377.75 0.0126126
728.12 0.0829409
721.01 0.032922
1287.3 0.0332764
652.256 0.00835635
748.389 0.105703
751.946 0.00170018
880.99 0.0385546
1219.13 0.0148222
662.836 0.0606897
605.353 0.0265937
840.538 0.0440026
23.4805 0.0110085
717.87 0.00285259
711.162 0.0280864
1126.87 0.00653903
767.091 0.00903896
674.231 0.0532526
763.401 0.00727097
1510.68 0.0455666
670.846 0.0511454
1247.26 0.00116264
715.265 0.0193615
1188.13 0.0100953
1334.8 0.0545026
711.044 0.00131504
23.4535 0.0212246
694.19 0.0178329
817.091 0.00901525
679.049 0.0365462
748.978 0.0105709
758.384 0.0353144
749.665 0.00882135
842.153 0.0108939
658.6 0.0166203
